clade_name	clade_taxid	Strobel-6033-3_S254_L001_R1_001.fastq_profiled_metagenome	Strobel-6022-1_S253_L001_R1_001.fastq_profiled_metagenome	Strobel-4019-1_S115_L004_R1_001.fastq_profiled_metagenome	Strobel-3043-16_S118_L004_R1_001.fastq_profiled_metagenome	Strobel-3016-1_S117_L004_R1_001.fastq_profiled_metagenome	Strobel-3008-1_S116_L004_R1_001.fastq_profiled_metagenome	Strobel-3005-1_S255_L001_R1_001.fastq_profiled_metagenome	KC37_S18_L004_R1_001.fastq_profiled_metagenome	KC36_S17_L004_R1_001.fastq_profiled_metagenome	KC35_S16_L004_R1_001.fastq_profiled_metagenome	KC34_S15_L004_R1_001.fastq_profiled_metagenome	KC33_S14_L004_R1_001.fastq_profiled_metagenome	KC32_S13_L004_R1_001.fastq_profiled_metagenome	KC31_S12_L004_R1_001.fastq_profiled_metagenome	KC30_S11_L004_R1_001.fastq_profiled_metagenome	KC29_S10_L004_R1_001.fastq_profiled_metagenome	KC28_S9_L004_R1_001.fastq_profiled_metagenome	KC27_S8_L004_R1_001.fastq_profiled_metagenome	KC26_S7_L004_R1_001.fastq_profiled_metagenome	KC25_S6_L004_R1_001.fastq_profiled_metagenome	KC24_S5_L004_R1_001.fastq_profiled_metagenome	KC23_S4_L004_R1_001.fastq_profiled_metagenome	KC22_S3_L004_R1_001.fastq_profiled_metagenome	KC21_S2_L004_R1_001.fastq_profiled_metagenome	KC20_S1_L004_R1_001.fastq_profiled_metagenome	KC1_S25_L004_R1_001.fastq_profiled_metagenome	KC19_S84_L004_R1_001.fastq_profiled_metagenome	KC18_S83_L004_R1_001.fastq_profiled_metagenome	KC17_S82_L004_R1_001.fastq_profiled_metagenome	KC16_S81_L004_R1_001.fastq_profiled_metagenome	KC15_S80_L004_R1_001.fastq_profiled_metagenome	KC14_S79_L004_R1_001.fastq_profiled_metagenome	KC13_S78_L004_R1_001.fastq_profiled_metagenome	KC12_S77_L004_R1_001.fastq_profiled_metagenome	KC11_S76_L004_R1_001.fastq_profiled_metagenome	KC10_S75_L004_R1_001.fastq_profiled_metagenome	KC09_S74_L004_R1_001.fastq_profiled_metagenome	KC08_S73_L004_R1_001.fastq_profiled_metagenome	KC07_S72_L004_R1_001.fastq_profiled_metagenome	KC06_S71_L004_R1_001.fastq_profiled_metagenome	KC05_S70_L004_R1_001.fastq_profiled_metagenome	KC04_S69_L004_R1_001.fastq_profiled_metagenome	KC03_S68_L004_R1_001.fastq_profiled_metagenome	KC02_S67_L004_R1_001.fastq_profiled_metagenome	6034-7_S172_L002_R1_001.fastq_profiled_metagenome	6034-5_S171_L002_R1_001.fastq_profiled_metagenome	6034-4_S170_L002_R1_001.fastq_profiled_metagenome	6034-3_S169_L002_R1_001.fastq_profiled_metagenome	6034-1_S168_L002_R1_001.fastq_profiled_metagenome	6033-7_S167_L002_R1_001.fastq_profiled_metagenome	6033-5_S166_L002_R1_001.fastq_profiled_metagenome	6033-4_S165_L002_R1_001.fastq_profiled_metagenome	6033-1_S163_L002_R1_001.fastq_profiled_metagenome	6032-4_S162_L002_R1_001.fastq_profiled_metagenome	6032-3_S161_L002_R1_001.fastq_profiled_metagenome	6032-2_S160_L002_R1_001.fastq_profiled_metagenome	6023-6_S159_L002_R1_001.fastq_profiled_metagenome	6023-5_S158_L002_R1_001.fastq_profiled_metagenome	6023-4_S157_L002_R1_001.fastq_profiled_metagenome	6023-3_S156_L002_R1_001.fastq_profiled_metagenome	6023-1_S155_L002_R1_001.fastq_profiled_metagenome	6022-3_S154_L002_R1_001.fastq_profiled_metagenome	6022-2_S153_L002_R1_001.fastq_profiled_metagenome	6021-4_S151_L002_R1_001.fastq_profiled_metagenome	6021-3_S150_L002_R1_001.fastq_profiled_metagenome	6021-2_S149_L002_R1_001.fastq_profiled_metagenome	4019-3_S148_L002_R1_001.fastq_profiled_metagenome	4019-2_S147_L002_R1_001.fastq_profiled_metagenome	3044-2_S195_L002_R1_001.fastq_profiled_metagenome	3043-8_S194_L002_R1_001.fastq_profiled_metagenome	3043-5_S193_L002_R1_001.fastq_profiled_metagenome	3043-4_S192_L002_R1_001.fastq_profiled_metagenome	3043-14_S190_L002_R1_001.fastq_profiled_metagenome	3043-12_S189_L002_R1_001.fastq_profiled_metagenome	3043-10_S188_L002_R1_001.fastq_profiled_metagenome	3042-7_S197_L002_R1_001.fastq_profiled_metagenome	3042-6_S187_L002_R1_001.fastq_profiled_metagenome	3042-15_S186_L002_R1_001.fastq_profiled_metagenome	3042-12_S199_L002_R1_001.fastq_profiled_metagenome	3042-11_S198_L002_R1_001.fastq_profiled_metagenome	3041-1_S185_L002_R1_001.fastq_profiled_metagenome	3016-2_S184_L002_R1_001.fastq_profiled_metagenome	3015-3_S182_L002_R1_001.fastq_profiled_metagenome	3015-2_S181_L002_R1_001.fastq_profiled_metagenome	3015-1_S178_L002_R1_001.fastq_profiled_metagenome	3014-2_S180_L002_R1_001.fastq_profiled_metagenome	3014-1_S179_L002_R1_001.fastq_profiled_metagenome	3010-1_S177_L002_R1_001.fastq_profiled_metagenome	3002-2_S174_L002_R1_001.fastq_profiled_metagenome	3002-0_S173_L002_R1_001.fastq_profiled_metagenome	1000-R-_S144_L002_R1_001.fastq_profiled_metagenome	1-505-1_S145_L002_R1_001.fastq_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium	2|1239|186801|186802|186804|1849828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii	2|1239|186801|186802|186804|1849828|1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Paeniclostridium_sordellii|t__SGB6146	2|1239|186801|186802|186804|1849828|1505|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus	2|1239|186801|186802|186804|1257	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_canis	2|1239|186801|186802|186804|1257|1159213	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_canis|t__SGB77430	2|1239|186801|186802|186804|1257|1159213|	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis	2|1239|186801|186802|186804|1501226|1776391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2159	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_timonensis|t__SGB6148	2|1239|186801|186802|186804|1501226|1776391|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter	2|1239|186801|186802|186804|1505652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69569	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis	2|1239|186801|186802|186804|1505652|1577792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69569	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Terrisporobacter|s__Terrisporobacter_othiniensis|t__SGB6142	2|1239|186801|186802|186804|1505652|1577792|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0	0	0	0	0	0	0	0	0	0	0	0	7575528	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0	0	0	0	0	0	0	0	0	0	0	0	7575528	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0	0	0	0	0	0	0	0	0	0	0	0	7575528	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella	2|1239|526524|526525|128827|1937008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis	2|1239|526524|526525|128827|1937008|1862672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Dubosiella|s__Dubosiella_newyorkensis|t__SGB6789	2|1239|526524|526525|128827|1937008|1862672|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium	2|1239|526524|526525|128827|1505663	0	0	0	0	0	0	0	0	0	0	0	0	7575528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	2|1239|526524|526525|128827|1505663|1547	0	0	0	0	0	0	0	0	0	0	0	0	7575528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum|t__SGB6744	2|1239|526524|526525|128827|1505663|1547|	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	2|1239|526524|526525|128827|123375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828	2|1239|526524|526525|128827|123375|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2129	0	0	0	0	0	3698	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6828|t__SGB6828	2|1239|526524|526525|128827|123375||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0	0	0	0	0	0	1493	1171357	0	3356636	3170942	0	5973210	0	5774328	0	0	0	0	0	0	0	39742	0	0	151	406570	0	798726	0	0	0	0	310182	3227	4497101	1082963	4548883	0	1535239	517497	7465	23069	337395	0	0	0	0	0	73912	0	0	3401	0	0	0	252943	19822	0	0	0	5074626	8510	645897	0	0	0	0	0	0	0	314955	0	0	597	0	0	546431	0	0	0	1905918	0	0	126044	622716	0	0	0	0	66971	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0	0	0	0	0	0	1493	1171357	0	3356636	3170942	0	5973210	0	5774328	0	0	0	0	0	0	0	39742	0	0	151	406570	0	798726	0	0	0	0	310182	3227	4497101	1082963	4548883	0	1535239	517497	7465	23069	337395	0	0	0	0	0	73912	0	0	3401	0	0	0	252943	19822	0	0	0	5074626	8510	645897	0	0	0	0	0	0	0	314955	0	0	597	0	0	546431	0	0	0	1905918	0	0	126044	622716	0	0	0	0	66971	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	2|1239|909932|1843489|31977	0	0	0	0	0	0	1493	1171357	0	3356636	3170942	0	5973210	0	5774328	0	0	0	0	0	0	0	39742	0	0	151	406570	0	798726	0	0	0	0	310182	3227	4497101	1082963	4548883	0	1535239	517497	7465	23069	337395	0	0	0	0	0	73912	0	0	3401	0	0	0	252943	19822	0	0	0	5074626	8510	645897	0	0	0	0	0	0	0	314955	0	0	597	0	0	546431	0	0	0	1905918	0	0	126044	622716	0	0	0	0	66971	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	2|1239|909932|1843489|31977|906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61376	0	0	0	0	66971	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	2|1239|909932|1843489|31977|906|187326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61376	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis|t__SGB5868	2|1239|909932|1843489|31977|906|187326|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_vaginalis	2|1239|909932|1843489|31977|906|1111454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66971	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_vaginalis|t__SGB5848	2|1239|909932|1843489|31977|906|1111454|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Negativicoccus	2|1239|909932|1843489|31977|909928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79300	19822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Negativicoccus|s__Negativicoccus_succinicivorans	2|1239|909932|1843489|31977|909928|620903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79300	19822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Negativicoccus|s__Negativicoccus_succinicivorans|t__SGB5794	2|1239|909932|1843489|31977|909928|620903|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	0	0	0	0	0	0	1493	1171357	0	3356636	3170942	0	5973210	0	5774328	0	0	0	0	0	0	0	39742	0	0	151	406570	0	798726	0	0	0	0	310182	3227	4497101	1082963	4548883	0	1535239	517497	7465	23069	337395	0	0	0	0	0	73912	0	0	3401	0	0	0	173643	0	0	0	0	5074626	8510	645897	0	0	0	0	0	0	0	314955	0	0	597	0	0	546431	0	0	0	1905918	0	0	126044	561340	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_SGB96765	2|1239|909932|1843489|31977|29465|	0	0	0	0	0	0	0	729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_SGB96765|t__SGB96765	2|1239|909932|1843489|31977|29465||	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	2|1239|909932|1843489|31977|29465|39777	0	0	0	0	0	0	0	1123	0	20816	0	0	0	0	22128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2553639	4217	4862	0	0	0	0	0	0	0	4855	0	0	0	0	0	8305	0	0	0	58299	0	0	5347	208769	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	2|1239|909932|1843489|31977|29465|39777|	0	0	0	0	0	0	0	-	0	-	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	-	-	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	-	0	0	-	-	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	2|1239|909932|1843489|31977|29465|39778	0	0	0	0	0	0	0	1169505	0	3035262	0	0	0	0	168969	0	0	0	0	0	0	0	39742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7465	23069	337395	0	0	0	0	0	0	0	0	0	0	0	0	165731	0	0	0	0	124525	0	641035	0	0	0	0	0	0	0	52882	0	0	0	0	0	89070	0	0	0	0	0	0	89870	222851	0	0	0	0	0	0
